handle,text,
1797,Watch: #KhizrKhan asks Mitch McConnell and Paul Ryan to repudiate Trump. Tune in to @TheLastWord for the interview https://t.co/rtp6TJOySL,1.0
1798,"While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!

Carson City: https://t.co/28G3RVbFsn

Reno: https://t.co/4nLjRGyFYw",0.0
1799,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l",0.0
1800,"If you want to see the best of America, you need look no further than the example set by Army Captain Humayun Khan.
https://t.co/aEhY06r7St",1.0
1801,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp,0.0
1802,We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.,0.0
1803,"Hillary can never win over Bernie supporters. Her foreign wars, 
NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes.",0.0
1804,"Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country.",0.0
1805,"""@patrioticpepe: @realDonaldTrump ONLY TRUMP CAN UNITE AMERICA AND FIX OBAMA'S MISTAKES!!! #Trump2016 https://t.co/yB72Bm2muM""",0.0
1806,"Thank you Denver, Colorado! 
#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW",0.0
1807,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!",0.0
1808,Hillary accepted the Democratic nomination for president on Thursday. (There were balloons.) https://t.co/yURPGlmYkR https://t.co/jbh1J7Oqwx,1.0
1809,#CrookedHillary Job Application https://t.co/CKXkAlGSiV,0.0
1810,Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp,0.0
1811,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN",0.0
1812,"Donald Trump has painted a dark, divisive picture of America. We have 102 days to stop him from becoming president.
https://t.co/hp3Bb0AS5Y",1.0
1813,Headlines for the history books. https://t.co/K7GWRf2KM4,1.0
1814,"With the first local transmission of Zika in FL, it’s even more critical for Republicans to stop blocking action: https://t.co/KjmWMDOgDl",1.0
1815,Thank you Colorado Springs. Get out &amp,0.0
1816,"""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ",0.0
1817,Big victory for democracy as the 4th Circuit just struck down a NC voter discrimination law. Let’s keep fighting to make voting easier. -H,1.0
1818,"Capt. Khan embodied the best of our values when his actions saved his unit. Last night, his parents told his story:
https://t.co/3z8Wvf8Xdg",1.0
1819,"Even Bill is tired of the lies, SAD! https://t.co/LPk1OkwH9P",0.0
1820,"Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!

Colorado Springs: https://t.co/HgFW7IRtz9

Denver: https://t.co/aE5P9jNcFC",0.0
1821,What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep,0.0
1822,"“Contrary to Donald Trump, I believe every time we knock down a barrier in America, it liberates everyone in America.” —Hillary",1.0
1823,"I am watching Crooked Hillary speak. Same old stuff, our country needs change!",0.0
1824,"""We've got to make this economy work for everyone, not just those at the top."" —Hillary: https://t.co/Et5D2WbDNI",1.0
1825,"""Our Founders came together to create one nation because they knew what we know: We are stronger together."" —Hillary",1.0
1826,"“As of tomorrow, we have 100 days to make our case to America. 

So what better place to kick off this campaign than where it all started?""",1.0
1827,"""This has been such an exciting...week!

We heard the man from Hope, Bill Clinton &amp; the man of hope, Barack Obama."" https://t.co/gefWILX2iW",1.0
1828,Hillary &amp,1.0
1829,"Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!",0.0
1830,In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW,0.0
1831,The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!,0.0
1832,We share this basic belief: Do all the good you can and serve one another. That's what this election is about. https://t.co/5w70TtVfay,1.0
1833,"Thank you! 

Facebook: https://t.co/nmlRJqzA7S

Instagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg",0.0
1834,"""Let’s look to the future with courage and confidence.

Let’s build a better tomorrow for our beloved children."" https://t.co/jcMy9VIuIJ",1.0
1835,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!",0.0
1836,"If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary",0.0
1837,"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!",0.0
1838,"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary",0.0
1839,Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,0.0
1840,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU,0.0
1841,"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing""""",0.0
1842,"CAMPAIGN STATEMENT: 
https://t.co/RNW3ED2ifR",0.0
1843,"Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!",0.0
1844,"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",0.0
1845,The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!,0.0
1846,The next president—and her husband. https://t.co/W5A0rHs21y,1.0
1847,"Let's go win this, together. https://t.co/vCKpROauyZ",1.0
1848,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,0.0
1849,"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",0.0
1850,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",0.0
1851,Hillary will never reform Wall Street. She is owned by Wall Street!,0.0
1852,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,0.0
1853,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",0.0
1854,Thank you. https://t.co/zTgGmMfHQg,1.0
1855,"Great speech. She's tested. She's ready. She never quits. That's why Hillary should be our next @POTUS. (She'll get the Twitter handle, too)",1.0
1856,"In America, we’re always stronger together. https://t.co/7TJgiJiqzv",1.0
1857,"""Yes, the world is watching what we do.
Yes, America's destiny is ours to choose.
So let's be stronger together my fellow Americans!""",1.0
1858,"""We lost our mother a few years ago but I miss her every day. And I still hear her voice urging me to keep working, keep fighting for right""",1.0
1859,"""She never let me back down from any challenge...she was right. You have to stand up to bullies."" —Hillary on advice from her mom, Dorothy",1.0
1860,"Every generation of Americans has come together to make our country freer, fairer, and stronger. None of us…can do it alone.” —Hillary",1.0
1861,"“Enough with the bigotry and bombast. Donald Trump's not offering real change, he’s offering empty promises.” —Hillary",1.0
1862,“Here's the sad truth: There is no other Donald Trump. This is it.” —Hillary,1.0
1863,Let’s put ourselves in the shoes of young black &amp,1.0
1864,"""I refuse to believe we can't find common ground here. We have to heal the divides in our country.” —Hillary https://t.co/hGRbyjBeMl",1.0
1865,"We need to start listening to each other.
Hearing each other.
Walking in each other’s shoes.",1.0
1866,"""I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place.” —Hillary",1.0
1867,"""If we’re serious about keeping our country safe, we also can’t afford to have a president who’s in the pocket of the gun lobby."" —Hillary",1.0
1868,"""A man you can bait with a tweet is not a man we can trust with nuclear weapons."" —Hillary",1.0
1869,"""Donald Trump can't even handle the rough-and-tumble of a presidential campaign...Imagine him in the Oval Office facing a real crisis.""",1.0
1870,"""A president should respect the men and women who risk their lives to serve our country."" —Hillary",1.0
1871,"""Donald Trump says, and this is a quote, 'I know more about ISIS than the generals do.'  

No, Donald, you don't.” —Hillary",1.0
1872,"""I'm proud that we shaped a global climate agreement. Now we have to hold every country accountable to their commitments"" —Hillary",1.0
1873,"""Keeping our nation safe and honoring the people who do that work will be my highest priority.” —Hillary",1.0
1874,"""Donald Trump says he wants to make America great again—well, he could start by actually making things in America again."" —Hillary",1.0
1875,"""Please explain to me what part of America First leads him to make Trump ties in China, not Colorado. Trump suits in Mexico, not Michigan.""",1.0
1876,"""Remember what the president said last night: Don’t boo, vote!” —Hillary: https://t.co/xahMq2KuSY",1.0
1877,"""In Atlantic City…you will find contractors and small businesses who lost everything because Donald Trump refused to pay his bills"" —Hillary",1.0
1878,"""If you believe that every man, woman &amp; child in America has the right to affordable health care, join us!” —Hillary https://t.co/Bk9KW26OoQ",1.0
1879,"""If fighting for affordable child care and paid family leave is playing the woman card, then deal me in!” —Hillary https://t.co/xdbNvUvcVC",1.0
1880,"“Way too many dreams die in the parking lots of banks. In America, if you can dream it, you should be able to do it.” —Hillary",1.0
1881,"""Bernie Sanders and I will work together to make college tuition-free for the middle class and debt-free for all."" —Hillary",1.0
1882,"“If you believe that your working mother, wife, sister, or daughter deserve equal pay, join us!” —Hillary",1.0
1883,"""If you believe we should expand Social Security and protect a woman's right to make her own heath care decisions, join us!” —Hillary",1.0
1884,"""If you believe that companies should share profits with their workers, not pad executive bonuses, join us."" —Hillary",1.0
1885,"""Comprehensive immigration reform will grow our economy and keep families together, and it’s the right thing to do."" —Hillary",1.0
1886,"""When we have millions of hardworking immigrants contributing to our economy, it would be self-defeating and inhumane to kick them out.""",1.0
1887,"""I believe that climate change is real and that we can save our planet while creating millions of good-paying clean energy jobs."" —Hillary",1.0
1888,"""It’s wrong to take tax breaks with one hand and give out pink slips with the other."" —Hillary",1.0
1889,“We'll pass a constitutional amendment to overturn Citizens United!” —Hillary,1.0
1890,"“With your help, I will carry all of your voices with us to the White House!” —Hillary https://t.co/g0ntLQkq6B",1.0
1891,"""I believe that our economy isn't working the way it should because our democracy isn't working the way it should."" —Hillary",1.0
1892,"""My primary mission as president will be to create more opportunity and more good jobs with rising wages right here in the United States.""",1.0
1893,"“Democrats, we are the party of working people.” —Hillary",1.0
1894,"""When any barrier falls in America, for anyone, it clears the way for everyone...when there are no ceilings, the sky’s the limit."" —Hillary",1.0
1895,"""We’ve reached a milestone...the first time that a major party has nominated a woman for president."" —Hillary https://t.co/WizdsD8vgk",1.0
1896,"""I will be a president for Democrats, Republicans, and Independents. For the struggling, the striving and the successful…for all Americans.""",1.0
1897,"""It’s true: I sweat the details of policy...because it’s not just a detail if it’s your kid, if it’s your family. It’s a big deal.""",1.0
1898,"""Simply caring is not enough. To drive real progress, you have to change both hearts and laws."" —Hillary",1.0
1899,"""No one gets through life alone. We have to look out for each other and lift each other up."" —Hillary",1.0
1900,"""I accept your nomination for president of the United States!” —Hillary https://t.co/3Ffpf7W4Vz",1.0
1901,"""Through all these years of public service, the 'service' part has always come easier to me than the 'public' part."" —Hillary",1.0
1902,"""It is with humility, determination, and boundless confidence in America’s promise that I accept your nomination for president!"" —Hillary",1.0
1903,"""'Stronger Together’ is...not just a slogan for our campaign. It’s a guiding principle for the country we’ve always been."" —Hillary",1.0
1904,"""None of us can raise a family, build a business, heal a community or lift a country totally alone.” —Hillary #StrongerTogether",1.0
1905,"""Americans don’t say, 'I alone can fix it.' They say, ‘We’ll fix it together!’” —Hillary",1.0
1906,"""Don’t believe anyone who says 'I alone can fix it.’ Yes, those were actually Donald Trump’s words in Cleveland."" —Hillary",1.0
1907,"Don’t let anyone tell you that our country is weak—we’re not.

Don’t let anyone tell you we don’t have what it takes—we do.",1.0
1908,"""We have the most dynamic and diverse people in the world. We have the most tolerant and generous young people we've ever had."" —Hillary",1.0
